CustomerID,Age,Gender,TenureMonths,Contract,InternetService,PaperlessBilling,MonthlyCharges,TotalCharges,SupportCalls,SatisfactionScore,Churn
CUST-71246,46,Male,10,Two year,No service,No,21.62,,1,7.8,No
CUST-71247,33,Male,13,Month-to-month,Fiber optic,Yes,61.18,814.81,1,10.0,No
CUST-71248,57,Male,22,Month-to-month,No service,Yes,18.0,419.53,3,7.9,Yes
CUST-71249,56,Male,17,Month-to-month,Fiber optic,Yes,75.78,1325.08,1,8.9,Yes
CUST-71250,53,Female,8,Two year,Fiber optic,Yes,79.59,627.28,5,7.3,No
CUST-71251,45,Female,9,Month-to-month,Fiber optic,Yes,79.93,689.37,1,7.6,No
CUST-71252,29,Female,21,Month-to-month,DSL,No,43.38,927.42,3,8.0,Yes
CUST-71253,45,Male,41,One year,DSL,Yes,41.16,1628.92,2,,No
CUST-71254,59,Female,15,Two year,DSL,Yes,49.9,718.2,2,3.5,No
CUST-71255,32,Male,18,Month-to-month,Fiber optic,Yes,66.22,1138.79,3,7.6,Yes
CUST-71256,50,Male,14,Month-to-month,Fiber optic,No,58.26,843.34,2,7.2,No
CUST-71257,70,Male,15,Month-to-month,Fiber optic,No,55.71,807.68,3,8.2,No
CUST-71258,51,Male,14,Two year,Fiber optic,Yes,61.46,868.8,1,7.5,No
CUST-71259,50,Male,17,One year,DSL,No,38.79,652.52,4,5.4,Yes
CUST-71260,44,Female,4,One year,DSL,Yes,54.54,231.17,2,7.7,Yes
CUST-71261,52,Male,9,One year,Fiber optic,Yes,77.03,694.23,5,7.6,No
CUST-71262,85,Female,13,Two year,No service,No,18.6,235.5,3,6.1,No
CUST-71263,32,Male,24,Two year,Fiber optic,Yes,64.55,1596.56,1,6.6,No
CUST-71264,32,Male,6,Month-to-month,Fiber optic,No,77.31,436.67,5,8.2,Yes
CUST-71265,46,Male,8,Month-to-month,No service,Yes,18.0,140.28,1,7.5,Yes
CUST-71266,28,Female,10,Month-to-month,Fiber optic,Yes,50.73,505.64,3,9.1,Yes
CUST-71267,30,Male,13,Two year,No service,Yes,18.84,239.81,2,9.7,No
CUST-71268,28,Male,13,One year,DSL,Yes,35.23,465.82,1,6.7,Yes
CUST-71269,42,Male,17,Month-to-month,No service,No,18.0,300.98,2,9.5,No
CUST-71270,18,Male,66,Month-to-month,DSL,No,41.24,2610.68,0,7.4,No
CUST-71271,32,Female,11,Two year,No service,Yes,25.93,300.27,1,10.0,Yes
CUST-71272,25,Female,7,Month-to-month,Fiber optic,No,58.11,404.44,3,8.6,Yes
CUST-71273,35,Male,38,Month-to-month,DSL,No,60.1,2209.94,1,7.6,No
CUST-71274,48,Female,13,Month-to-month,Fiber optic,No,54.96,735.76,2,8.0,Yes
CUST-71275,48,Female,19,Two year,Fiber optic,Yes,74.66,1477.79,2,8.7,Yes
CUST-71276,42,Male,4,Month-to-month,Fiber optic,Yes,59.58,225.84,2,7.8,No
CUST-71277,49,Female,5,Month-to-month,DSL,Yes,36.28,178.13,2,8.7,Yes
CUST-71278,37,Female,8,Month-to-month,DSL,Yes,42.42,329.38,4,4.3,Yes
CUST-71279,40,Female,10,Two year,Fiber optic,Yes,67.08,699.89,1,10.0,No
CUST-71280,30,Female,27,Two year,No service,Yes,23.4,610.42,2,7.7,No
CUST-71281,43,Male,23,Month-to-month,Fiber optic,Yes,62.57,1446.96,5,6.8,No
CUST-71282,36,Female,17,Two year,No service,No,18.0,316.82,0,10.0,No
CUST-71283,18,Male,18,Month-to-month,DSL,No,33.0,565.43,0,7.8,No
CUST-71284,41,Female,3,One year,Fiber optic,Yes,73.19,206.96,4,,Yes
CUST-71285,72,Female,72,One year,Fiber optic,Yes,60.6,4191.72,2,8.5,No
CUST-71286,19,Female,19,Month-to-month,Fiber optic,No,54.73,1060.39,2,7.6,Yes
CUST-71287,42,Male,29,Month-to-month,DSL,Yes,30.6,881.69,3,8.9,Yes
CUST-71288,18,Female,19,Two year,Fiber optic,Yes,62.38,1184.39,4,8.8,No
CUST-71289,63,Female,21,One year,Fiber optic,No,62.38,1343.59,2,7.1,No
CUST-71290,67,Male,29,One year,Fiber optic,Yes,55.19,1543.78,5,5.8,Yes
CUST-71291,56,Female,8,One year,Fiber optic,No,56.33,474.85,3,5.6,No
CUST-71292,62,Female,6,One year,Fiber optic,Yes,70.44,410.09,1,,No
CUST-71293,38,Male,29,Month-to-month,DSL,No,46.86,1421.25,2,4.6,No
CUST-71294,31,Female,14,One year,Fiber optic,Yes,67.25,,4,6.8,No
CUST-71295,22,Female,21,Month-to-month,Fiber optic,No,60.44,1344.43,2,,Yes
CUST-71296,40,Female,23,Two year,DSL,No,40.21,883.25,0,10.0,No
CUST-71297,54,Male,26,Two year,DSL,Yes,47.84,1212.93,3,8.0,No
CUST-71298,47,Female,28,Two year,DSL,No,36.42,1066.61,1,8.5,No
CUST-71299,38,Female,6,Month-to-month,DSL,Yes,51.25,317.19,1,9.2,No
CUST-71300,65,Female,16,Month-to-month,DSL,No,45.93,707.23,2,6.9,Yes
CUST-71301,23,Female,11,One year,Fiber optic,Yes,66.86,760.21,1,10.0,No
CUST-71302,29,Male,29,Two year,Fiber optic,No,62.96,1751.62,3,6.8,Yes
CUST-71303,54,Female,24,Month-to-month,DSL,Yes,50.95,1251.52,3,,Yes
CUST-71304,18,Male,16,Two year,Fiber optic,Yes,70.96,1193.14,3,5.1,Yes
CUST-71305,23,Male,2,Two year,Fiber optic,Yes,69.17,141.97,3,8.5,No
CUST-71306,39,Male,6,One year,Fiber optic,Yes,66.71,,2,8.8,No
CUST-71307,49,Male,20,Two year,Fiber optic,Yes,63.58,1320.07,2,8.2,No
CUST-71308,50,Male,19,Month-to-month,DSL,Yes,32.4,631.46,3,5.6,Yes
CUST-71309,58,Male,30,Two year,Fiber optic,No,66.8,2065.06,1,10.0,No
CUST-71310,48,Female,18,Month-to-month,Fiber optic,Yes,69.55,1264.51,2,,No
CUST-71311,28,Male,5,Month-to-month,DSL,Yes,40.72,199.09,3,6.4,No
CUST-71312,35,Male,11,Month-to-month,No service,No,18.0,203.17,0,7.9,Yes
CUST-71313,34,Female,37,Month-to-month,DSL,No,50.23,1826.45,2,8.1,No
CUST-71314,52,Male,1,One year,DSL,No,43.24,41.52,1,8.0,Yes
CUST-71315,51,Male,9,Month-to-month,DSL,Yes,49.25,417.16,0,8.4,Yes
CUST-71316,35,Male,30,Two year,No service,Yes,23.85,,1,6.2,No
CUST-71317,18,Female,5,One year,No service,No,18.0,92.43,3,4.9,Yes
CUST-71318,43,Male,15,Month-to-month,Fiber optic,No,73.03,1053.7,2,7.4,No
CUST-71319,20,Male,26,Two year,No service,No,18.0,444.42,0,9.9,No
CUST-71320,26,Female,21,Month-to-month,Fiber optic,Yes,61.63,1316.33,3,6.9,Yes
CUST-71321,43,Female,5,Month-to-month,Fiber optic,Yes,52.91,267.18,0,6.7,Yes
CUST-71322,44,Male,38,Two year,DSL,Yes,36.54,1451.22,0,9.0,No
CUST-71323,30,Male,6,Month-to-month,No service,No,18.0,107.39,0,,Yes
CUST-71324,41,Female,15,Two year,No service,Yes,18.0,264.22,2,8.8,No
CUST-71325,46,Male,12,Month-to-month,Fiber optic,No,56.05,633.96,1,9.6,Yes
CUST-71326,65,Male,13,Two year,DSL,No,42.92,589.24,2,7.2,No
CUST-71327,51,Male,2,Month-to-month,No service,No,19.74,39.85,0,7.1,Yes
CUST-71328,30,Male,11,Month-to-month,Fiber optic,Yes,63.93,684.08,4,6.0,Yes
CUST-71329,34,Male,3,Month-to-month,Fiber optic,No,60.51,174.62,1,7.8,No
CUST-71330,45,Female,2,Month-to-month,DSL,Yes,39.7,75.91,0,,No
CUST-71331,52,Female,37,Two year,Fiber optic,No,52.14,1998.03,1,7.2,No
CUST-71332,41,Female,8,One year,DSL,Yes,47.84,383.47,1,9.7,No
CUST-71333,39,Female,66,One year,DSL,Yes,51.15,3401.97,0,10.0,No
CUST-71334,61,Female,15,Month-to-month,DSL,No,41.38,590.18,1,7.8,Yes
CUST-71335,41,Male,13,One year,Fiber optic,Yes,62.03,800.9,1,8.0,No
CUST-71336,18,Male,35,One year,DSL,Yes,59.05,2122.52,3,5.5,No
CUST-71337,79,Female,16,Two year,Fiber optic,Yes,69.94,1124.56,2,8.7,No
CUST-71338,36,Female,16,Two year,No service,Yes,18.0,290.62,1,7.1,No
CUST-71339,34,Female,10,Month-to-month,Fiber optic,No,63.01,595.43,1,7.7,Yes
CUST-71340,46,Female,4,One year,Fiber optic,Yes,60.87,245.14,1,8.6,No
CUST-71341,42,Male,20,Month-to-month,DSL,No,47.09,901.5,3,6.0,Yes
CUST-71342,52,Male,5,Month-to-month,Fiber optic,No,69.44,340.99,5,7.4,Yes
CUST-71343,42,Female,11,One year,Fiber optic,Yes,79.35,,1,8.2,No
CUST-71344,50,Male,16,Month-to-month,DSL,Yes,40.24,666.33,0,10.0,Yes
CUST-71345,30,Female,6,One year,No service,Yes,26.56,154.46,0,10.0,No
CUST-71346,18,Male,14,Two year,DSL,No,42.44,624.13,2,7.9,No
CUST-71347,46,Female,32,Month-to-month,Fiber optic,No,66.6,2013.6,3,6.3,Yes
CUST-71348,26,Male,19,Month-to-month,Fiber optic,No,60.8,1113.74,1,7.8,No
CUST-71349,19,Female,26,Two year,DSL,Yes,36.97,1013.24,1,8.4,No
CUST-71350,43,Female,22,Two year,Fiber optic,Yes,73.91,1721.03,2,7.8,No
CUST-71351,43,Male,39,One year,Fiber optic,No,70.67,2832.68,2,9.1,No
CUST-71352,48,Female,15,Month-to-month,DSL,Yes,26.86,388.7,0,8.1,No
CUST-71353,56,Male,67,Month-to-month,Fiber optic,No,73.08,5055.94,1,8.3,Yes
CUST-71354,38,Female,14,Month-to-month,Fiber optic,Yes,66.73,981.19,3,7.8,Yes
CUST-71355,18,Male,20,Two year,Fiber optic,Yes,62.47,1272.39,1,7.1,No
CUST-71356,52,Male,37,Month-to-month,Fiber optic,Yes,54.71,2017.81,4,7.9,Yes
CUST-71357,49,Male,46,Two year,Fiber optic,No,81.79,3823.1,2,7.6,No
CUST-71358,26,Female,38,One year,DSL,Yes,37.13,1391.55,2,8.0,No
CUST-71359,67,Female,15,Month-to-month,Fiber optic,No,60.35,923.0,2,8.1,Yes
CUST-71360,29,Female,0,Month-to-month,DSL,Yes,45.81,0.0,0,9.7,No
CUST-71361,55,Male,7,One year,DSL,No,46.22,339.68,2,8.5,No
CUST-71362,51,Female,10,Month-to-month,DSL,No,23.42,239.99,3,6.4,Yes
CUST-71363,27,Male,18,Two year,DSL,Yes,30.34,523.16,1,8.4,Yes
CUST-71364,34,Female,12,Month-to-month,DSL,Yes,40.74,468.63,2,9.2,No
CUST-71365,49,Male,23,One year,Fiber optic,Yes,59.33,1394.57,0,8.2,No
CUST-71366,56,Female,19,Month-to-month,Fiber optic,No,60.01,1129.63,3,6.5,Yes
CUST-71367,31,Female,2,Month-to-month,No service,Yes,18.0,35.18,0,10.0,Yes
CUST-71368,32,Male,12,Month-to-month,DSL,Yes,42.96,536.96,6,5.5,No
CUST-71369,23,Female,46,Month-to-month,No service,Yes,28.04,1277.75,0,10.0,No
CUST-71370,59,Male,5,Month-to-month,Fiber optic,Yes,72.82,353.16,5,7.6,Yes
CUST-71371,53,Female,8,Month-to-month,DSL,Yes,41.25,338.73,3,7.5,Yes
CUST-71372,39,Female,7,Month-to-month,Fiber optic,No,49.25,361.77,2,7.7,Yes
CUST-71373,23,Male,9,Month-to-month,DSL,No,24.2,212.58,1,5.3,No
CUST-71374,38,Male,16,One year,DSL,Yes,25.28,407.62,3,7.2,No
CUST-71375,41,Male,12,Month-to-month,Fiber optic,No,56.09,692.59,2,6.8,No
CUST-71376,48,Female,20,Two year,Fiber optic,Yes,69.6,1432.01,4,6.3,No
CUST-71377,18,Male,12,Month-to-month,DSL,Yes,41.71,504.5,6,4.8,Yes
CUST-71378,51,Female,33,Two year,No service,Yes,18.7,605.03,1,9.5,No
CUST-71379,37,Male,3,Month-to-month,DSL,Yes,36.77,108.47,1,8.6,Yes
CUST-71380,55,Female,25,Two year,No service,Yes,18.0,434.05,3,6.3,No
CUST-71381,49,Male,10,Month-to-month,Fiber optic,Yes,68.11,698.85,2,8.6,Yes
CUST-71382,27,Female,11,Month-to-month,Fiber optic,Yes,60.45,658.76,1,10.0,Yes
CUST-71383,41,Female,36,Two year,No service,No,23.3,850.8,1,9.1,No
CUST-71384,34,Male,8,Month-to-month,DSL,Yes,36.76,284.6,0,8.5,Yes
CUST-71385,43,Female,24,One year,DSL,Yes,40.69,1003.75,3,9.4,Yes
CUST-71386,29,Female,29,Month-to-month,Fiber optic,Yes,45.31,1334.51,4,3.1,Yes
CUST-71387,34,Female,15,One year,Fiber optic,Yes,70.33,1024.12,1,6.9,No
CUST-71388,34,Female,2,Month-to-month,Fiber optic,No,55.98,109.53,2,7.8,Yes
CUST-71389,18,Female,43,Month-to-month,No service,No,33.81,1507.62,0,7.9,No
CUST-71390,47,Male,2,One year,DSL,Yes,35.34,67.33,2,8.0,No
CUST-71391,67,Male,5,Two year,DSL,Yes,39.32,198.37,3,8.0,No
CUST-71392,35,Male,6,One year,Fiber optic,No,63.2,386.39,4,8.8,No
CUST-71393,47,Female,13,Two year,DSL,Yes,39.42,528.67,2,8.7,Yes
CUST-71394,35,Male,21,Month-to-month,No service,Yes,25.66,560.78,1,8.7,No
CUST-71395,18,Female,19,Two year,DSL,No,52.2,1041.78,0,7.2,No
CUST-71396,27,Female,15,Two year,DSL,No,37.45,559.53,0,6.8,No
CUST-71397,63,Female,20,Month-to-month,Fiber optic,Yes,65.88,,4,,Yes
CUST-71398,72,Male,21,Month-to-month,No service,Yes,18.0,388.37,1,9.0,No
CUST-71399,41,Female,41,Month-to-month,DSL,No,51.63,2100.98,1,9.5,No
CUST-71400,29,Male,16,One year,DSL,No,28.7,468.82,1,10.0,No
CUST-71401,52,Male,2,Month-to-month,Fiber optic,Yes,52.32,105.57,2,,Yes
CUST-71402,28,Female,39,Two year,Fiber optic,Yes,65.34,2628.79,1,9.2,No
CUST-71403,45,Female,27,Two year,DSL,Yes,40.43,1035.71,2,,No
CUST-71404,41,Female,72,Two year,Fiber optic,Yes,63.38,4644.43,2,7.6,No
CUST-71405,30,Male,57,One year,DSL,Yes,48.98,2883.68,1,10.0,No
CUST-71406,49,Male,50,Month-to-month,No service,No,21.71,1061.76,3,6.8,No
CUST-71407,40,Male,15,Month-to-month,DSL,Yes,45.84,705.96,2,,No
CUST-71408,65,Male,25,One year,Fiber optic,Yes,60.5,1510.67,4,6.2,Yes
CUST-71409,57,Male,9,Month-to-month,No service,Yes,26.74,252.3,2,8.7,Yes
CUST-71410,42,Female,12,Month-to-month,DSL,Yes,33.05,391.61,0,10.0,No
CUST-71411,23,Female,23,Month-to-month,Fiber optic,Yes,52.69,1173.89,1,10.0,Yes
CUST-71412,27,Male,30,Month-to-month,No service,Yes,29.96,893.15,0,10.0,Yes
CUST-71413,56,Female,6,Two year,Fiber optic,No,65.05,,2,9.5,No
CUST-71414,52,Female,13,Month-to-month,Fiber optic,Yes,66.21,875.02,5,4.7,Yes
CUST-71415,25,Female,9,Two year,No service,No,32.84,282.5,0,6.0,No
CUST-71416,42,Male,5,Month-to-month,Fiber optic,No,73.35,357.25,3,8.2,Yes
CUST-71417,30,Female,15,Month-to-month,Fiber optic,Yes,64.87,1007.6,2,7.8,Yes
CUST-71418,25,Male,27,Month-to-month,Fiber optic,Yes,68.02,1865.75,2,5.9,Yes
CUST-71419,18,Female,18,Month-to-month,DSL,Yes,49.65,876.01,2,,Yes
CUST-71420,39,Female,11,Two year,DSL,Yes,43.37,500.43,0,7.6,No
CUST-71421,40,Male,11,Month-to-month,Fiber optic,No,73.4,766.5,2,10.0,No
CUST-71422,35,Male,32,Month-to-month,DSL,Yes,43.51,1328.02,2,6.8,Yes
CUST-71423,23,Female,35,Month-to-month,Fiber optic,Yes,69.78,2365.3,1,7.2,Yes
CUST-71424,45,Female,31,Month-to-month,Fiber optic,No,64.23,1959.18,2,,Yes
CUST-71425,33,Male,3,Month-to-month,No service,Yes,39.94,114.42,1,8.7,No
CUST-71426,51,Male,20,One year,DSL,Yes,41.03,804.55,1,7.0,No
CUST-71427,44,Female,6,Month-to-month,Fiber optic,Yes,69.29,416.69,4,6.4,Yes
CUST-71428,35,Male,72,Month-to-month,DSL,Yes,41.59,3133.63,3,5.9,No
CUST-71429,54,Male,30,Month-to-month,No service,No,26.9,802.36,3,5.5,No
CUST-71430,30,Female,7,Two year,DSL,Yes,40.07,279.26,1,10.0,No
CUST-71431,31,Male,18,Month-to-month,Fiber optic,Yes,65.44,,3,9.1,Yes
CUST-71432,42,Female,9,One year,Fiber optic,No,59.46,521.56,4,6.6,Yes
CUST-71433,51,Female,4,Month-to-month,DSL,Yes,47.52,200.45,1,7.8,No
CUST-71434,38,Female,9,Month-to-month,Fiber optic,Yes,77.03,659.2,1,8.9,No
CUST-71435,43,Male,4,Month-to-month,Fiber optic,No,66.28,275.04,1,7.3,Yes
CUST-71436,45,Male,24,Month-to-month,Fiber optic,Yes,65.01,1486.34,2,7.0,Yes
CUST-71437,36,Male,3,Month-to-month,Fiber optic,No,74.16,235.56,1,10.0,Yes
CUST-71438,45,Female,17,Month-to-month,DSL,Yes,50.73,885.63,4,7.8,No
CUST-71439,44,Male,8,One year,No service,Yes,18.0,136.44,2,7.9,No
CUST-71440,18,Male,1,Month-to-month,DSL,No,36.93,35.46,1,8.3,Yes
CUST-71441,59,Male,28,Month-to-month,DSL,Yes,36.02,994.37,1,7.8,Yes
CUST-71442,61,Male,32,One year,Fiber optic,No,57.39,1854.66,4,7.5,No
CUST-71443,43,Male,32,Two year,No service,Yes,18.0,546.51,2,9.0,No
CUST-71444,56,Male,11,Month-to-month,DSL,No,54.05,584.06,3,4.8,Yes
CUST-71445,43,Male,16,Month-to-month,Fiber optic,Yes,70.1,1119.51,4,5.7,Yes
CUST-71446,52,Female,22,One year,Fiber optic,No,74.52,1665.56,0,10.0,No
CUST-71447,55,Male,53,Month-to-month,DSL,Yes,46.19,2387.41,3,7.1,No
CUST-71448,35,Male,25,One year,Fiber optic,Yes,58.56,1506.75,2,9.1,No
CUST-71449,48,Female,16,Two year,Fiber optic,Yes,68.67,1080.43,0,8.7,No
CUST-71450,61,Female,5,Month-to-month,DSL,No,33.88,,2,9.3,Yes
CUST-71451,56,Female,22,Month-to-month,Fiber optic,Yes,50.31,1073.54,2,8.9,No
CUST-71452,63,Male,4,Month-to-month,Fiber optic,Yes,52.21,208.9,3,6.5,Yes
CUST-71453,62,Male,19,Two year,Fiber optic,Yes,70.87,1383.58,3,7.7,No
CUST-71454,50,Male,4,One year,DSL,Yes,34.41,141.99,4,6.1,Yes
CUST-71455,28,Female,12,Month-to-month,DSL,Yes,41.17,474.42,2,9.5,Yes
CUST-71456,50,Female,12,Two year,DSL,No,58.21,693.9,2,9.9,Yes
CUST-71457,54,Male,31,Two year,DSL,Yes,36.95,1083.19,1,10.0,No
CUST-71458,53,Female,20,Month-to-month,Fiber optic,Yes,69.56,1343.38,1,,No
CUST-71459,33,Male,19,Two year,Fiber optic,No,62.15,1112.78,2,7.1,No
CUST-71460,52,Female,66,Month-to-month,DSL,No,50.45,3397.09,0,10.0,No
CUST-71461,34,Male,45,Month-to-month,DSL,Yes,43.08,2000.83,1,7.4,No
CUST-71462,52,Male,13,One year,DSL,Yes,35.73,477.85,3,5.5,No
CUST-71463,69,Male,19,Month-to-month,Fiber optic,No,66.41,1272.17,1,9.8,No
CUST-71464,28,Female,10,Month-to-month,DSL,Yes,47.39,451.0,1,,No
CUST-71465,36,Female,34,One year,No service,No,18.0,590.46,2,7.9,No
CUST-71466,42,Male,7,One year,Fiber optic,No,61.74,408.9,2,8.2,Yes
CUST-71467,60,Female,16,Month-to-month,DSL,No,49.54,782.01,0,8.4,Yes
CUST-71468,87,Female,1,One year,Fiber optic,No,69.91,67.27,2,4.0,Yes
CUST-71469,48,Female,12,Month-to-month,DSL,No,25.12,310.35,1,8.9,No
CUST-71470,43,Female,18,Two year,No service,Yes,28.17,524.81,1,9.8,No
CUST-71471,39,Female,24,One year,No service,No,18.0,408.32,1,8.4,No
CUST-71472,18,Female,3,Month-to-month,Fiber optic,Yes,60.84,179.51,2,8.6,Yes
CUST-71473,41,Male,17,One year,No service,Yes,20.25,346.65,2,9.4,No
CUST-71474,43,Male,11,Two year,No service,Yes,18.0,203.01,1,8.1,Yes
CUST-71475,61,Female,9,One year,Fiber optic,No,75.23,657.11,3,9.9,No
CUST-71476,18,Female,11,Two year,Fiber optic,Yes,56.43,629.0,3,6.2,No
CUST-71477,40,Female,26,Month-to-month,Fiber optic,No,62.87,1539.65,5,6.5,Yes
CUST-71478,44,Female,8,Two year,DSL,Yes,51.03,383.86,3,7.0,No
CUST-71479,24,Male,10,Month-to-month,Fiber optic,No,67.78,646.83,1,10.0,Yes
CUST-71480,59,Female,10,Month-to-month,No service,No,34.45,350.43,1,8.1,No
CUST-71481,44,Male,4,One year,DSL,Yes,42.63,168.12,1,10.0,No
CUST-71482,50,Male,33,Month-to-month,DSL,Yes,48.92,1529.87,1,7.8,No
CUST-71483,39,Male,22,Month-to-month,No service,No,19.46,417.13,1,8.9,No
CUST-71484,36,Male,15,One year,DSL,Yes,44.93,705.56,1,8.4,No
CUST-71485,18,Male,72,Month-to-month,No service,No,18.0,1250.56,1,9.9,No
CUST-71486,51,Female,38,Month-to-month,DSL,Yes,48.38,1831.0,3,7.6,Yes
CUST-71487,56,Female,11,Month-to-month,DSL,Yes,52.91,600.67,2,7.6,Yes
CUST-71488,49,Male,12,One year,DSL,Yes,42.84,518.34,1,,No
CUST-71489,30,Female,11,Two year,Fiber optic,Yes,65.38,709.15,4,7.8,Yes
CUST-71490,32,Female,18,Month-to-month,Fiber optic,Yes,73.88,1311.54,1,9.2,Yes
CUST-71491,23,Female,21,Month-to-month,Fiber optic,Yes,69.6,1446.83,0,9.8,Yes
CUST-71492,38,Female,19,Two year,DSL,Yes,38.81,,3,7.9,No
CUST-71493,61,Male,8,Month-to-month,No service,Yes,18.0,148.91,3,6.2,No
CUST-71494,50,Female,13,Month-to-month,DSL,No,51.03,646.18,6,6.5,Yes
CUST-71495,31,Male,18,One year,Fiber optic,Yes,50.62,922.99,2,,No
CUST-71496,20,Male,9,Month-to-month,DSL,Yes,42.62,,1,8.9,Yes
CUST-71497,45,Male,26,Month-to-month,DSL,Yes,38.54,1028.84,2,9.2,No
CUST-71498,47,Male,24,Month-to-month,No service,Yes,18.0,445.41,0,9.6,No
CUST-71499,38,Female,27,Two year,DSL,Yes,33.82,904.4,0,9.4,Yes
CUST-71500,36,Female,5,Two year,DSL,Yes,55.47,280.38,2,6.9,No
CUST-71501,33,Female,3,Month-to-month,No service,Yes,18.0,56.8,1,10.0,No
CUST-71502,38,Female,4,Month-to-month,No service,No,25.02,101.67,0,7.5,No
CUST-71503,27,Female,12,Month-to-month,DSL,Yes,41.31,,2,8.4,No
CUST-71504,44,Male,7,Month-to-month,Fiber optic,Yes,67.41,492.71,2,6.2,Yes
CUST-71505,47,Male,35,Two year,Fiber optic,No,65.88,2404.01,1,10.0,No
CUST-71506,45,Female,36,Two year,Fiber optic,Yes,62.26,,4,5.4,No
CUST-71507,43,Male,40,Month-to-month,No service,Yes,21.58,885.61,1,7.7,Yes
CUST-71508,59,Male,7,Two year,DSL,No,47.7,334.41,0,,No
CUST-71509,37,Male,21,Month-to-month,No service,Yes,18.0,364.75,1,10.0,Yes
CUST-71510,41,Male,8,One year,Fiber optic,No,63.97,492.44,2,7.7,No
CUST-71511,66,Female,24,Month-to-month,DSL,Yes,26.34,,2,9.4,Yes
CUST-71512,21,Female,13,Two year,Fiber optic,Yes,61.5,841.0,1,9.5,Yes
CUST-71513,18,Female,11,One year,Fiber optic,Yes,52.1,568.09,3,7.9,No
CUST-71514,48,Female,8,Two year,DSL,No,38.87,316.08,1,10.0,No
CUST-71515,38,Male,34,Month-to-month,DSL,Yes,34.82,1236.64,0,9.9,Yes
CUST-71516,68,Female,38,Two year,No service,Yes,18.0,672.2,0,6.2,No
CUST-71517,54,Male,16,Month-to-month,Fiber optic,No,58.8,902.58,1,7.7,No
CUST-71518,52,Female,49,Month-to-month,DSL,No,45.18,2255.45,0,8.7,No
CUST-71519,52,Female,35,One year,DSL,Yes,50.32,1700.32,2,7.1,No
CUST-71520,27,Female,40,One year,No service,Yes,20.15,842.25,3,7.1,No
CUST-71521,42,Male,26,Two year,DSL,Yes,52.99,1440.73,1,9.0,No
CUST-71522,70,Male,22,Month-to-month,No service,Yes,18.72,388.74,1,8.3,No
CUST-71523,23,Female,15,One year,DSL,No,34.18,496.61,0,9.3,No
CUST-71524,40,Male,2,One year,Fiber optic,Yes,80.07,154.26,1,6.8,No
CUST-71525,26,Male,56,Two year,Fiber optic,No,62.97,3668.04,2,6.8,No
CUST-71526,49,Female,49,Month-to-month,Fiber optic,No,72.68,3502.41,2,9.4,No
CUST-71527,54,Female,10,Two year,DSL,No,38.53,383.14,1,9.8,No
CUST-71528,28,Male,6,Month-to-month,Fiber optic,Yes,65.85,398.48,4,4.6,Yes
CUST-71529,41,Female,11,Month-to-month,DSL,Yes,56.88,609.82,1,10.0,Yes
CUST-71530,60,Male,29,Month-to-month,Fiber optic,No,80.9,2480.76,1,7.7,No
CUST-71531,42,Male,8,Two year,No service,No,19.53,149.62,5,6.8,No
CUST-71532,26,Male,42,Two year,No service,Yes,25.41,1119.51,0,7.9,No
CUST-71533,47,Male,7,One year,Fiber optic,Yes,74.38,518.23,3,7.0,No
CUST-71534,68,Female,8,Two year,DSL,Yes,46.12,361.74,1,8.0,No
CUST-71535,22,Male,36,Month-to-month,Fiber optic,No,71.48,2469.69,4,6.2,Yes
CUST-71536,35,Female,62,Month-to-month,No service,Yes,18.0,1159.53,1,8.7,No
CUST-71537,37,Female,9,Month-to-month,DSL,No,52.11,469.26,1,7.9,Yes
CUST-71538,48,Male,3,Month-to-month,DSL,No,48.52,149.85,1,7.3,Yes
CUST-71539,45,Male,7,Month-to-month,Fiber optic,No,68.97,477.16,0,10.0,No
CUST-71540,49,Male,25,Two year,Fiber optic,Yes,61.83,1532.4,2,7.8,No
CUST-71541,67,Female,11,Month-to-month,DSL,No,30.05,343.36,0,10.0,No
CUST-71542,40,Female,18,Month-to-month,No service,No,18.0,333.23,1,10.0,No
CUST-71543,29,Female,13,One year,DSL,Yes,58.59,800.62,0,7.7,No
CUST-71544,42,Male,37,Month-to-month,DSL,Yes,42.91,1674.23,1,8.2,No
CUST-71545,62,Male,21,One year,Fiber optic,Yes,77.42,,1,5.8,No
CUST-71546,38,Male,21,Two year,DSL,No,38.1,819.37,3,6.2,No
CUST-71547,50,Female,11,Two year,Fiber optic,Yes,70.03,729.92,0,10.0,No
CUST-71548,43,Female,2,One year,Fiber optic,Yes,71.5,144.2,2,8.5,Yes
CUST-71549,38,Female,7,Month-to-month,Fiber optic,Yes,68.35,506.67,1,8.2,Yes
CUST-71550,35,Female,13,One year,DSL,No,53.97,731.43,0,10.0,No
CUST-71551,54,Male,21,Month-to-month,No service,Yes,20.66,411.95,2,7.6,Yes
CUST-71552,34,Male,4,Month-to-month,Fiber optic,Yes,71.71,285.64,1,7.6,Yes
CUST-71553,38,Male,6,One year,Fiber optic,No,86.03,522.95,3,7.8,No
CUST-71554,18,Male,13,Month-to-month,Fiber optic,No,65.9,869.1,5,4.9,Yes
CUST-71555,38,Female,28,Two year,DSL,No,35.76,1011.41,1,7.6,No
CUST-71556,38,Female,31,Month-to-month,Fiber optic,No,55.69,,3,7.8,No
CUST-71557,43,Male,1,Month-to-month,No service,No,18.0,18.65,2,6.4,Yes
